X	wo_clust3_NFKB1
-150	0.0280172413793
-149	0.0431034482759
-148	0.0215517241379
-147	0.0581896551724
-146	0.051724137931
-145	0.051724137931
-144	0.0689655172414
-143	0.0474137931034
-142	0.0387931034483
-141	0.0560344827586
-140	0.0344827586207
-139	0.0409482758621
-138	0.0452586206897
-137	0.0560344827586
-136	0.0409482758621
-135	0.0495689655172
-134	0.0366379310345
-133	0.0452586206897
-132	0.0431034482759
-131	0.0474137931034
-130	0.0646551724138
-129	0.0560344827586
-128	0.0431034482759
-127	0.0495689655172
-126	0.0452586206897
-125	0.0409482758621
-124	0.0431034482759
-123	0.0603448275862
-122	0.0603448275862
-121	0.0344827586207
-120	0.0474137931034
-119	0.0668103448276
-118	0.0409482758621
-117	0.0409482758621
-116	0.0603448275862
-115	0.0560344827586
-114	0.0560344827586
-113	0.0280172413793
-112	0.0862068965517
-111	0.0495689655172
-110	0.0387931034483
-109	0.0280172413793
-108	0.0495689655172
-107	0.0409482758621
-106	0.0625
-105	0.0840517241379
-104	0.0581896551724
-103	0.0495689655172
-102	0.0560344827586
-101	0.0409482758621
-100	0.0474137931034
-99	0.0625
-98	0.0280172413793
-97	0.0689655172414
-96	0.0258620689655
-95	0.0495689655172
-94	0.051724137931
-93	0.0431034482759
-92	0.051724137931
-91	0.0818965517241
-90	0.051724137931
-89	0.073275862069
-88	0.0711206896552
-87	0.0840517241379
-86	0.0603448275862
-85	0.0625
-84	0.0689655172414
-83	0.0452586206897
-82	0.0495689655172
-81	0.0581896551724
-80	0.0711206896552
-79	0.0668103448276
-78	0.0560344827586
-77	0.0603448275862
-76	0.0862068965517
-75	0.0775862068966
-74	0.0797413793103
-73	0.0775862068966
-72	0.073275862069
-71	0.0625
-70	0.0603448275862
-69	0.051724137931
-68	0.073275862069
-67	0.0926724137931
-66	0.0969827586207
-65	0.0711206896552
-64	0.0689655172414
-63	0.0560344827586
-62	0.073275862069
-61	0.0366379310345
-60	0.0603448275862
-59	0.0431034482759
-58	0.0948275862069
-57	0.0452586206897
-56	0.0689655172414
-55	0.0603448275862
-54	0.0775862068966
-53	0.0948275862069
-52	0.073275862069
-51	0.0840517241379
-50	0.0775862068966
-49	0.0818965517241
-48	0.0969827586207
-47	0.0754310344828
-46	0.0646551724138
-45	0.0581896551724
-44	0.0452586206897
-43	0.0538793103448
-42	0.0646551724138
-41	0.0818965517241
-40	0.0840517241379
-39	0.073275862069
-38	0.105603448276
-37	0.0969827586207
-36	0.0711206896552
-35	0.073275862069
-34	0.073275862069
-33	0.0754310344828
-32	0.0818965517241
-31	0.0538793103448
-30	0.0603448275862
-29	0.0775862068966
-28	0.0754310344828
-27	0.0689655172414
-26	0.0538793103448
-25	0.0775862068966
-24	0.0775862068966
-23	0.0775862068966
-22	0.116379310345
-21	0.0948275862069
-20	0.0754310344828
-19	0.0560344827586
-18	0.0862068965517
-17	0.0818965517241
-16	0.073275862069
-15	0.0969827586207
-14	0.103448275862
-13	0.0840517241379
-12	0.0991379310345
-11	0.0883620689655
-10	0.10775862069
-9	0.122844827586
-8	0.101293103448
-7	0.0926724137931
-6	0.073275862069
-5	0.0969827586207
-4	0.112068965517
-3	0.155172413793
-2	0.0883620689655
-1	0.0560344827586
0	0.0301724137931
1	0.0560344827586
2	0.0948275862069
3	0.101293103448
4	0.0991379310345
5	0.0711206896552
6	0.0797413793103
7	0.0689655172414
8	0.0818965517241
9	0.109913793103
10	0.103448275862
11	0.0969827586207
12	0.103448275862
13	0.112068965517
14	0.0948275862069
15	0.0905172413793
16	0.0905172413793
17	0.0797413793103
18	0.0603448275862
19	0.0689655172414
20	0.0818965517241
21	0.073275862069
22	0.103448275862
23	0.073275862069
24	0.122844827586
25	0.0581896551724
26	0.0840517241379
27	0.0754310344828
28	0.10775862069
29	0.0969827586207
30	0.120689655172
31	0.0991379310345
32	0.0926724137931
33	0.0581896551724
34	0.073275862069
35	0.0926724137931
36	0.0668103448276
37	0.0905172413793
38	0.0862068965517
39	0.0818965517241
40	0.114224137931
41	0.125
42	0.144396551724
43	0.0625
44	0.0754310344828
45	0.0948275862069
46	0.10775862069
47	0.0775862068966
48	0.103448275862
49	0.0905172413793
50	0.14224137931
51	0.0797413793103
52	0.109913793103
53	0.0905172413793
54	0.0862068965517
55	0.101293103448
56	0.0905172413793
57	0.10775862069
58	0.112068965517
59	0.0969827586207
60	0.109913793103
61	0.0646551724138
62	0.0754310344828
63	0.0926724137931
64	0.103448275862
65	0.0818965517241
66	0.0646551724138
67	0.116379310345
68	0.0883620689655
69	0.0711206896552
70	0.0926724137931
71	0.0754310344828
72	0.103448275862
73	0.0754310344828
74	0.0948275862069
75	0.0926724137931
76	0.0495689655172
77	0.0711206896552
78	0.0603448275862
79	0.0840517241379
80	0.0775862068966
81	0.0775862068966
82	0.148706896552
83	0.0775862068966
84	0.103448275862
85	0.114224137931
86	0.109913793103
87	0.0905172413793
88	0.133620689655
89	0.10775862069
90	0.129310344828
91	0.0754310344828
92	0.0862068965517
93	0.0905172413793
94	0.0948275862069
95	0.129310344828
96	0.105603448276
97	0.073275862069
98	0.0711206896552
99	0.0948275862069
100	0.0646551724138
101	0.105603448276
102	0.0883620689655
103	0.127155172414
104	0.0948275862069
105	0.131465517241
106	0.109913793103
107	0.0905172413793
108	0.051724137931
109	0.0581896551724
110	0.0840517241379
111	0.116379310345
112	0.0948275862069
113	0.0495689655172
114	0.0797413793103
115	0.0387931034483
116	0.0689655172414
117	0.0905172413793
118	0.0711206896552
119	0.0711206896552
120	0.0409482758621
121	0.0797413793103
122	0.0474137931034
123	0.0646551724138
124	0.0431034482759
125	0.0754310344828
126	0.0560344827586
127	0.0689655172414
128	0.0775862068966
129	0.0581896551724
130	0.0603448275862
131	0.0560344827586
132	0.0668103448276
133	0.0775862068966
134	0.0431034482759
135	0.0431034482759
136	0.0646551724138
137	0.0775862068966
138	0.0969827586207
139	0.0646551724138
140	0.0646551724138
141	0.0495689655172
142	0.0409482758621
143	0.0474137931034
144	0.0711206896552
145	0.0538793103448
146	0.0646551724138
147	0.0603448275862
148	0.0538793103448
149	0.0689655172414
150	0.073275862069
